tweets,class,label
Really shouldn't have made zombie jokes yesterday. Zero sleep last night. Pretty much zombie-state now.,irony,1
Calm down sweet heart no matter who u r. End of the day u r available at 35 paise per entry in some random data base,irony,1
"In 2001 our military goes to war to protect the American Way, when they return home in 2008, our country has a Socialist as president",irony,1
I just read a about how it's wrong to kill Oh the cruel,irony,1
GLAAD gives first 'excellent' score to major TV network,irony,1
"Just when I was talking shit, I got my shit 😂",irony,1
An Situation,irony,1
game. Jays & Justin can't Wynne.,irony,1
: 's take on the theme park phenomenon. Utterly awesome.,irony,1
Hoping Everyone Enjoys their what ever that is and I do get that means for many & that is enjoy,irony,1
Now he must be posting pictures of his ipad in ebay via his ipad to buy a new kidney.,irony,1
Arab 'Chinese' confederate flag jewelry sponsored by Spongebob and Patrick,irony,1
I still can't believe he actually said that. Kills me every time I see it.,irony,1
Happy Labor Day! Go celebrate the working man by... not working...,irony,1
"Putin builds base in Syria to defeat ISIS, while Obama abandons bases in Iraq that only helps ISIS",irony,1
as I watched performance of I said to myself should've recorded this song,irony,1
Hundreds of players are losing their jobs on Labor Day Weekend.,irony,1
Made me lol today.,irony,1
My new strategy.,irony,1
The racist ranters who are so much a part of this Federal governments cheer squad are now potentially damaging economy..,irony,1
Chhota Johnny wasn't a small guy! XP,irony,1
doesn't that make thier journalism shoddy?,irony,1
Photo: Shared by .,irony,1
"At the doctors waiting to be seen and George Ezra's 'What you waiting for' plays on the radio. I'm waiting for the doctor, George!",irony,1
Gun banners dont understand the stupidity of this article.,irony,1
"Dear what is it like to think you know everything, but not know that everyone hates you?",irony,1
Dinos sittin' pretty with a 42-16 lead late in the 4th. UBC on the opposite end of this score from last week,irony,1
Some for a ! Only on,irony,1
Just watched a fitness commercial on the tv at Cici's.,irony,1
"from here on, vyapam inspired RSS fights graft, RSS inspired Modi ensures unity died 1000 times",irony,1
"Waiting at haircut salon, noticed woman breastfeeding baby which is awesome. Leaving I saw her outside smoking cigarette.",irony,1
Tottttttallllly got outta sunday path class like THANK YOU GOD.,irony,1
"Home skooler with ""survivalist curriculum"" calls others clueless. LMAO",irony,1
"funding ""foreign agents"" in states while fighting them at home.",irony,1
Preaching about Sabbath on one of my busiest Sunday's of the year!,irony,1
I've been to more Kiddy Soft Plays than you've been Gigs..,irony,1
I see people paying respect and tributes to n by watching it on laptops.. n those ppl pay to watch in theater,irony,1
Not to mention ....the majority of my spanish class is Mexicans.... ?,irony,1
I think Liberal politicians need to start thinking before speaking | |,irony,1
that was a joke.,irony,1
Congress claiming credit for OROP is like pakistan claiming credit for killing osama ain't it right?,irony,1
"""Hallucinating 1 night"" sounds like Mohameed's story. Oh the",irony,1
doesn't have to deflate his balls,irony,1
was one of the best experiences of my life. I've never been to an actual concert w the lights & stuff lol,irony,1
Army Men in India don't get the respect such as in other countries like US & UK. They are real Hero.,irony,1
Funny how has her birthday on .,irony,1
What a contrasting combo !,irony,1
Bikers being all healthy and eco friendly n shit gettin in my way pissing me off smh,irony,1
I can't even tell if this is or not,irony,1
Edgewood wins 61st straight. Defeats Glenwood 61-0,irony,1
Sitting in a bell store and have next to no service,irony,1
Is it possible your tweet further validates the conservative Christians stance? It's kinda persecute-y.,irony,1
Autocorrect causes more typos than it corrects.,irony,1
*sighs* my comment about and edit button needs an edit...,irony,1
yet homework us guven and completed online oh the,irony,1
Vinnie Jones claims immigration has made England unrecognisable and will never return.,irony,1
happy via,irony,1
"Doesn't want to be an Australian, but she's called",irony,1
"In the boozer with the usual crowd,unusual band playing,me mate jumps up and takes over resulting in a great cover of The Courteers x",irony,1
it's paedo not peado.,irony,1
I had just never heard of it & everything in pamphlet read as given the allusion.,irony,1
"chillin man, now that Labor Day is over, back to the grind lol",irony,1
Pakistan is also celebrating victory of 1965 war.,irony,1
"Condolences 2 Martin Milner family & loved ones. Just saw him on ""Columbo"" very night he died - Jack Cassidy's character killed him.",irony,1
. 100 hours later and he decides to change it up with an,irony,1
The irony of awareness campaigns - The Baytown Sun,irony,1
trust with ?,irony,1
That's strange. Shockwave never crashes.,irony,1
It's time to let go of people who are not worth to be held on. people who meant something mean nothing anymore.,irony,1
"The fear of the unknown, but when the unknown becomes known it becomes fear",irony,1
"Started PT for knee problems today. First, this happened, then they diagnosed me with ""Movie Goes Syndrome.""",irony,1
1st tweet I see this morn is sky news re the fire on the British Airways plane. 2nd tweet from BA offering discounts!,irony,1
Too many places for a state that sent more of their boys per capita than any other in the union.,irony,1
oh the article about page load optimization not able to load the video.,irony,1
My Labor Day has consisted of nothing but work.,irony,1
"Eating left over bagel from Uber Bagels called the ""Late Riser"" on my 4am drive home from Labor Day weekend celebration.",irony,1
A Muslim girl called Sabbath. Did I really hear right?,irony,1
all over the each other because they disagree on what happens when u die,irony,1
“: Two Britons killed in RAF Syria strike Irony! I love it!,irony,1
You got to lose yourself to get to where you wanna be,irony,1
I had never been to Walmart until I went to Burning Man.,irony,1
Irony: watching a movie on a laptop in a movie theater parking lot while waiting for a tow truck.,irony,1
Worked a 13h shift on labour day,irony,1
is drawing trees on paper.,irony,1
"Satellite denier tweeting nonsense about pancakes and statues has the temerity to call others ""whackjobs"".",irony,1
"experienced the definition of today. Tooted by a taxi driver for ""bad"" driving",irony,1
Bulletin Magazine in 1968 predicting the future! …,irony,1
it's just me who thinks that's ironic to pay for a budgeting app?,irony,1
You have to smile don't you - England fast bowler caught for going too fast 🚙 🚓🚓🚓🚓🚓🚓🚓🚓,irony,1
The notebook is so nice that I don't feel like writing a thing to spoil it.,irony,1
"Hope everyone is having a great , I'm laboring on Labor Day. That's the whole idea right?",irony,1
It's funny how karma can bite you won't be talking shit now won't you?,irony,1
"Funny thing abt crowd, if they were another color, ppl was be screaming GET A JOB!",irony,1
"The ! A who believes in saying is one! ""Stupid is as stupid does!""",irony,1
My phone auto correct suggests 'union' when I type 'ukip',irony,1
Just noticed there's someone wearing a Lost Prophets t shirt in the video for New Born....,irony,1
This seems like the perfect time to tell you that I have a premature ejaculation problem.,irony,1
"I watch a ""Christian"" movie and spend the entire time going ""I don't know anyone like this? Is this how non-Christians look at us?",irony,1
unfortunately no traffic enforcer in sight. baka natrafik din.,irony,1
ooooooooOooooOooh so she is ok to have sex with but not a relationship! Haha your the worst shit she's been with!,irony,1
Anyone forget to turn off their alarm for today? It happened to me. Could've slept in on Labor Day... the,irony,1
The last three British PMs married for money or connections. Says it all about Britain really.,irony,1
Outside at Pier 59. Chillin in the heat...,irony,1
The Queen only has 1.2m followers on,irony,1
"Eating ""goodbye"" cake today.",irony,1
Define : The USA lecturing Europe on their problems,irony,1
"While having a job brings you money, it takes away all the time you had to spend it. The of it, the irony!",irony,1
